;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
2958;425508-mantenimiento-preventivo-correctvo-asistencia-tecnica-demanda-autoclaves-marca-baume-1;425508-mantenimiento-preventivo-correctvo-asistencia-tecnica-demanda-autoclaves-marca-baume-1;425508-mantenimiento-preventivo-correctvo-asistencia-tecnica-demanda-autoclaves-marca-baume-1;;;425508;MANTENIMIENTO PREVENTIVO CORRECTVO Y ASISTENCIA TECNICA A DEMANDA PARA AUTOCLAVES MARCA BAUMER PARA EL HOSPITAL DE CLINICAS AÑO 2023-2024;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-05-10 09:00:00;tradicional;2023-03-31 00:00:00;2023-04-21 07:23:26;
2959;425509-mantenimiento-correctivo-asistencia-tecnica-ventiladores-marca-newport-hospital-clin-1;;;;;425509;MANTENIMIENTO CORRECTIVO Y ASISTENCIA TECNICA PARA VENTILADORES MARCA NEWPORT PARA EL HOSPITAL DE CLINICAS;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2960;425510-adquiscion-productos-alimenticios-hospital-clinicas-ano-2023-2024-1;;;;;425510;ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS PARA EL HOSPITAL DE CLINICAS AÑO 2023-2024 - AD REFERENDUM REPROGRAMACIÓN PRESUPUESTARÍA;LPN - Licitación Pública Nacional;14 - Productos Alimenticios;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2961;425511-adquisicion-textiles-vestuarios-fcm-hospital-clinicas-1;425511-adquisicion-textiles-vestuarios-fcm-hospital-clinicas-1;;;;425511;ADQUISICION DE TEXTILES Y VESTUARIOS PARA LA FCM Y EL HOSPITAL DE CLINICAS;CO - Concurso de Ofertas;10 - Textiles, vestuarios y calzados;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;EVAL;En Evaluacion (Cerrada);2023-06-02 09:00:00;tradicional;2023-03-31 00:00:00;2023-05-19 10:45:53;
2962;425512-adquisicion-oxigeno-medicinal-hospital-clinicas-ano-2023-2024-1;425512-adquisicion-gases-medicinales-hospital-clinicas-ano-2023-2024-ad-referendum-reprogra-1;;;;425512;ADQUISICION DE GASES MEDICINALES PARA EL HOSPITAL DE CLINICAS AÑO 2023-2024 ? AD REFERENDUM REPROGRAMACION PRESUPUESTARIA;LPN - Licitación Pública Nacional;16 - Productos quimicos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;CONV;En Convocatoria (Abierta);2023-07-12 09:00:00;tradicional;2023-03-31 00:00:00;2023-06-20 15:46:02;
2963;425513-adquisicion-pinturas-colorantes-gases-refrigerantes-facultad-ciencias-medicas-hospit-1;425513-adquisicion-productos-quimicos-pinturas-gases-refrigerantes-facultad-ciencias-medica-1;425513-adquisicion-productos-quimicos-pinturas-gases-refrigerantes-facultad-ciencias-medica-1;;;425513;ADQUISICION DE PRODUCTOS QUIMICOS, PINTURAS Y GASES REFRIGERANTES PARA LA FACULTAD DE CIENCIAS MEDICAS Y EL HOSPITAL DE CLINICAS;CD - Contratación Directa;16 - Productos quimicos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-04-26 09:00:00;tradicional;2023-04-30 00:00:00;2023-04-19 14:18:48;
2964;425514-mantenimiento-preventivo-correctivo-provision-repuestos-maquina-anestesia-marca-penl-1;425514-mantenimiento-preventivo-correctivo-provision-repuestos-maquina-anestesia-marca-penl-1;425514-mantenimiento-preventivo-correctivo-provision-repuestos-maquina-anestesia-marca-penl-1;;;425514;MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS PARA MAQUINA DE ANESTESIA MARCA PENLON DEL HOSPITAL DE CLINICAS AÑO 2023-2024;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-05-24 10:00:00;tradicional;2023-03-31 00:00:00;2023-04-14 13:54:00;
2965;425515-adquisicion-placas-radiograficas-hospital-clinicas-ano-2023-2024-1;425515-adquisicion-placas-radiograficas-hospital-clinicas-ano-2023-2024-1;425515-adquisicion-placas-radiograficas-hospital-clinicas-ano-2023-2024-1;;;425515;ADQUISICIÓN DE PLACAS RADIOGRÁFICAS PARA EL HOSPITAL DE CLÍNICAS AÑO 2023-2024;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-03-29 09:00:00;tradicional;2023-04-30 00:00:00;2023-03-15 10:51:45;
2966;425516-adquisicion-motocicletas-1;;;;;425516;Adquisición de Motocicletas;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Nueva Alborada / Municipalidades;PLAN;Planificada;;tradicional;2023-10-31 00:00:00;;
2967;425517-adquisicion-utensilios-cocina-comedor-hospital-nemby-1;425517-adquisicion-utensilios-cocina-comedor-hospital-nemby-1;;;;425517;Adquisicion de Utensilios de Cocina y Comedor para el Hospital de Ñemby;CD - Contratación Directa;13 - Utensilios de cocina y comedor, Productos de Porcelana, vidrio y loza;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-11 10:00:00;tradicional;2023-07-31 00:00:00;2023-07-05 09:24:23;
2968;425518-construccion-acceso-vehicular-estacionamiento-unves-ad-referendum-1;;;;;425518;Construcción de Acceso Vehicular y Estacionamiento para la UNVES;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Universidad Nacional de Villarrica del Espiritu Santo / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
2969;425519-adquisicion-muebles-uso-institucional-1;425519-adquisicion-muebles-enseres-uso-institucional-1;425519-adquisicion-muebles-enseres-uso-institucional-1;;;425519;Adquisición de Muebles y Enseres para uso Institucional;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Nueva Alborada / Municipalidades;ADJ;Adjudicada;2023-05-11 08:00:00;tradicional;2023-04-30 00:00:00;2023-05-03 13:19:13;
2970;425520-tranmision-mando-presidencial-1;425520-servicio-organizacion-eventos-protocolares-transmision-mando-presidencial-2023-1;;;;425520;SERVICIO DE ORGANIZACION DE EVENTOS PROTOCOLARES PARA LA TRANSMISION DE MANDO PRESIDENCIAL 2023;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Ministerio de Relaciones Exteriores / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-17 10:00:00;tradicional;2023-05-31 00:00:00;2023-06-21 14:06:28;
2971;425521-adquisicion-equipos-computacion-uso-institucional-1;;;;;425521;Adquisición de Equipos de Informática para uso Institucional;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Nueva Alborada / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
2972;425524-consultoria-elaboracion-seguimiento-pei-poa-2024-1;425524-consultoria-elaboracion-seguimiento-pei-poa-2024-1;;;;425524;Consultoria para Elaboracion y Seguimiento del PEI y POA 2024;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;EVAL;En Evaluacion (Cerrada);2023-05-12 10:00:00;tradicional;2023-03-31 00:00:00;2023-05-04 17:20:36;
2973;425525-adquisicion-sensores-medicion-sensores-uso-hidorlogico-otros-dmh-1;;;;;425525;ADQUISICION DE SENSORES DE MEDICION Y OTROS PARA ESTACIONES METEROLOGICAS AUTOMATICAS;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
2974;425527-adquisicion-muebles-equipos-otros-dinac-1;;;;;425527;ADQUISICION DE MUEBLES,EQUIPOS Y OTROS PARA LA DINAC ;CO - Concurso de Ofertas;23 - Muebles y Enseres;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2975;425528-servicios-mant-reparacion-maquinarias-1;;;;;425528;SERVICIOS DE MANT Y REPARACION DE MAQUINARIAS;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Iturbe / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2976;425529-servicio-mantenimiento-reparacion-ascensor-1;425529-servicio-mantenimiento-reparacion-ascensor-1;425529-servicio-mantenimiento-reparacion-ascensor-1;;;425529;SERVICIO DE MANTENIMIENTO Y REPARACION DE ASCENSOR;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-04-19 09:00:00;tradicional;2023-06-30 00:00:00;2023-04-11 17:46:21;
2977;425530-conexion-red-metropolitana-red-entidades-financieras-1;425530-conexion-red-metropolitana-red-entidades-financieras-1;425530-conexion-red-metropolitana-red-entidades-financieras-1;;;425530;CONEXIÓN A LA RED METROPOLITANA Y A LA RED DE ENTIDADES FINANCIERAS;CD - Contratación Directa;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;ADJ;Adjudicada;2023-04-03 10:00:00;tradicional;2023-05-31 00:00:00;2023-03-16 16:48:05;
2978;425531-adquisicion-tinta-toner-facultad-ciencias-medicas-hospital-clinicas-ano-2023-2024-1;425531-adquisicion-tinta-toner-facultad-ciencias-medicas-hospital-clinicas-ano-2023-2024-1;425531-adquisicion-tinta-toner-facultad-ciencias-medicas-hospital-clinicas-ano-2023-2024-1;;;425531;ADQUISICION DE TINTA Y TONER PARA LA FACULTAD DE CIENCIAS MEDICAS Y HOSPITAL DE CLINICAS AÑO 2023-2024;CO - Concurso de Ofertas;11 - Utiles de oficina, Productos de papel y cartón e impresos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-04-11 09:00:00;tradicional;2023-03-31 00:00:00;2023-03-27 10:42:58;
2979;425532-mantenimiento-reparaciones-instalaciones-telefonicas-1;;;;;425532;Mantenimiento y Reparaciones de Instalaciones Telefónicas;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
2980;425533-servicio-mantenimiento-edificio-1;;;;;425533;SERVICIO DE MANTENIMIENTO DE EDIFICIO;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
2981;425534-suscripcion-online-la-ley-paraguaya-1;;;;;425534;Plataforma Digital de Normativas;CD - Contratación Directa;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
2982;425535-servicio-mantenimiento-reparacion-generador-electrico-150-kva-1;;;;;425535;SERVICIO DE MANTENIMIENTO Y REPARACION DE GENERADOR ELECTRICO DE 150 KVA;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-11-30 00:00:00;;
2983;425537-provision-almuerzo-escolar-modalidad-alimentos-preparados-instituciones-educativas-1;;;;;425537;Provisión de Almuerzo Escolar bajo la modalidad de Alimentos Preparados en las Instituciones Educativas del Distrito (Cocinando)- Ad-Referéndum Plurianual 2023, 2024;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Nueva Alborada / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2984;425538-suscripcion-sistema-informacion-encuesta-salarial-1;;;;;425538;Suscripción al Sistema de Información de Encuesta Salarial;CD - Contratación Directa;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;PLAN;Planificada;;tradicional;2023-08-31 00:00:00;;
2985;425539-servicio-mantenimiento-jardines-fumigaciones-1;;;;;425539;Servicio de Mantenimiento de Jardines y fumigaciones;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
2986;425540-servicio-mantenimiento-reparacion-vehiculos-institucionales-plurianual-2023-2024-1;;;;;425540;SERVICIO DE MANTENIMIENTO Y REPARACION DE VEHICULOS INSTITUCIONALES - PLURIANUAL 2023 - 2024;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-11-30 00:00:00;;
2987;425542-conexion-sistema-datatec-operaciones-financieras-1;425542-conexion-sistema-datatec-operaciones-financieras-1;;;;425542;Conexión al Sistema DATATEC para Operaciones Financieras;CD - Contratación Directa;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;EVAL;En Evaluacion (Cerrada);2023-06-22 08:30:00;tradicional;2023-06-30 00:00:00;2023-06-07 17:21:00;
2988;425543-contratacion-servicios-ceremoniales-gastronomicos-1;425543-contratacion-servicios-ceremoniales-gastronomicos-1;425543-contratacion-servicios-ceremoniales-gastronomicos-1;;;425543;CONTRATACIÓN DE SERVICIOS CEREMONIALES Y GASTRONÓMICOS ;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Minga Porá / Municipalidades;ADJ;Adjudicada;2023-03-20 08:00:00;tradicional;2023-03-31 00:00:00;2023-03-14 09:44:23;
2989;425544-adquisicion-estacion-awos-categoria-2-aisp-dmh-1;;;;;425544;ADQUISICION DE ESTACION AWOS CATEGORIA 2 PARA AISP-DMH;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2990;425545-mantenimiento-reparaciones-vehiculos-1;425545-servicios-mantenimiento-reparaciones-vehiculos-1;425545-servicios-mantenimiento-reparaciones-vehiculos-1;;;425545;Servicios de Mantenimiento y Reparaciones de Vehículos;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;2023-05-05 08:30:00;tradicional;2023-04-30 00:00:00;2023-04-28 10:05:05;
2991;425546-contratacion-seguros-1;;;;;425546;Contratación de Seguros;CD - Contratación Directa;6 - Seguros;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-09-30 00:00:00;;
2992;425547-servicio-eventos-varios-1;;;;;425547;SERVICIO DE EVENTOS VARIOS;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
2993;425548-cd-n-21-2023-adquisicion-punzones-biopsia-piel-programa-nacional-control-lepra-mspyb-1;425548-cd-n-21-2023-adquisicion-punzones-biopsia-piel-programa-nacional-control-lepra-mspyb-1;425548-cd-n-21-2023-adquisicion-punzones-biopsia-piel-programa-nacional-control-lepra-mspyb-1;;;425548;CD N° 21/2023- ADQUISICIÓN DE PUNZONES PARA BIOPSIA DE PIEL PARA EL PROGRAMA NACIONAL DE CONTROL DE LEPRA - MSPYBS;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;2023-04-17 09:50:00;tradicional;2023-03-31 00:00:00;2023-03-24 09:56:57;
2994;425549-contratacion-servicio-fumigacion-1;425549-contratacion-servicio-fumigacion-1;425549-contratacion-servicio-fumigacion-1;;;425549;CONTRATACION DE SERVICIO DE FUMIGACIÓN;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-03-20 09:00:00;tradicional;2023-06-30 00:00:00;2023-03-10 14:20:55;
2995;425550-renovacion-licencia-academica-microsoft-1;425550-renovacion-licencia-academica-microsoft-1;425550-renovacion-licencia-academica-microsoft-1;;;425550;Renovación de Licencia Académica Microsoft;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;2023-04-10 08:00:00;tradicional;2023-03-31 00:00:00;2023-03-30 15:59:44;
2996;425551-servicio-limpieza-institucional-plurianual-2023-2024-1;;;;;425551;SERVICIO DE LIMPIEZA INSTITUCIONAL - PLURIANUAL 2023 - 2024;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-11-30 00:00:00;;
2997;425552-servicio-monitoreo-alarmas-video-vigilancia-afd-1;;;;;425552;SERVICIO DE MONITOREO DE ALARMAS Y VIDEO VIGILANCIA DE LA AFD;CO - Concurso de Ofertas;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
2998;425553-provision-combustibles-lubricantes-1;;;;;425553;PROVISION DE COMBUSTIBLES Y LUBRICANTES;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Iturbe / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
2999;425554-adquisicion-seguros-varios-1;;;;;425554;ADQUISICIÓN DE SEGUROS VARIOS;CD - Contratación Directa;6 - Seguros;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-09-30 00:00:00;;
3000;425556-servicio-provison-bebidas-calientes-maquinas-oficinas-afd-1;425556-servicio-provision-bebidas-calientes-maquinas-oficinas-afd-1;;;;425556;Servicio de provisión de bebidas calientes en máquinas para las oficinas de la AFD;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;CAN;Anulada o Cancelada;2023-05-19 10:00:00;tradicional;2023-03-31 00:00:00;2023-04-14 09:37:43;
3001;425557-mantenimiento-reparaciones-instalaciones-electricas-1;425557-mantenimiento-reparaciones-instalaciones-electricas-1;425557-mantenimiento-reparaciones-instalaciones-electricas-1;;;425557;Mantenimiento y Reparaciones de Instalaciones Eléctricas;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;2023-04-03 08:30:00;tradicional;2023-04-30 00:00:00;2023-03-28 16:22:38;
3002;425558-adquisicion-articulos-ferreteria-facultad-ciencias-medicas-hospital-clinicas-1;425558-adquisicion-articulos-ferreteria-facultad-ciencias-medicas-hospital-clinicas-1;425558-adquisicion-articulos-ferreteria-facultad-ciencias-medicas-hospital-clinicas-1;;;425558;ADQUISICIÓN DE ARTICULOS DE FERRETERIA PARA LA FACULTAD DE CIENCIAS MÉDICAS Y EL HOSPITAL DE CLÍNICAS;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-04-17 10:00:00;tradicional;2023-03-31 00:00:00;2023-03-24 09:42:42;
3003;425560-adquisicion-test-psicotecnicos-1;;;;;425560;Adquisición de Test Psicotécnicos;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
3004;425561-construccion-empedrados-casco-urbano-1;;;;;425561;CONSTRUCCION DE EMPEDRADOS - CASCO URBANO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Iturbe / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
3005;425562-contratacion-servicio-seguridad-vigilancia-plurianual-2023-2024-1;;;;;425562;CONTRATACION DE SERVICIO DE SEGURIDAD Y VIGILANCIA - PLURIANUAL 2023 - 2024;CO - Concurso de Ofertas;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Dirección de Beneficencia / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-11-30 00:00:00;;
3006;425564-servicio-mantenimiento-reparacion-sedes-mre-1;;;;;425564;SERVICIO DE MANTENIMIENTO Y REPARACIÓN PARA SEDES DEL MRE;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Relaciones Exteriores / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
3007;425565-adquisicion-equipos-calibracion-dmh-1;;;;;425565;ADQUISICION DE EQUIPOS DE CALIBRACION PARA LA DMH;CO - Concurso de Ofertas;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
3008;425567-adquisicion-ummas-1;;;;;425567;ADQUISICION DE UMMAS ;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
3009;425568-construccion-reparacion-plazas-espacios-publicos-1;;;;;425568;CONSTRUCCION / REPARACION DE PLAZAS Y ESPACIOS PUBLICOS;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Iturbe / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
3010;425569-servicios-mantenimiento-reparaciones-edificios-1;;;;;425569;Servicios de Mantenimiento y Reparaciones de los Edificios;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad Politecnica / Universidad Nacional del Este / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
3011;425570-adquisicion-cartuchos-toneres-1;425570-adquisicion-cartuchos-toneres-1;425570-adquisicion-cartuchos-toneres-1;;;425570;ADQUISICIÓN DE CARTUCHOS Y TONERES;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Dirección de Beneficencia / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-04-12 09:15:00;tradicional;2023-06-30 00:00:00;2023-03-31 19:51:23;
3012;425571-provision-aire-presicion-data-center-telecomunicaciones-aeronauticas-1;;;;;425571;PROVISION DE AIRE DE PRESICION PARA DATA CENTER DE TELECOMUNICACIONES AERONAUTICAS ;CO - Concurso de Ofertas;23 - Muebles y Enseres;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
3013;425572-reparacion-muebles-oficina-1;;;;;425572;REPARACION DE MUEBLES DE OFICINA;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Relaciones Exteriores / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
3014;425573-adquisicion-equipos-informaticos-otros-1;;;;;425573;ADQUISICION DE EQUIPOS INFORMATICOS Y OTROS ;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
3015;425574-adquisicion-e-instalacion-estacion-meteorologica-automaticas-profesional-1;;;;;425574;ADQUISICION E INSTALACION DE ESTACION METEOROLOGICA AUTOMATICAS PROFESIONAL;LPN - Licitación Pública Nacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Dirección Nacional de Aeronáutica Civil / Empresas Públicas;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
3016;425576-construccion-camino-todo-alcantarilla-tramos-criticos-distrito-1;;;;;425576;CONSTRUCCION DE CAMINO DE TODO, ALCANTARILLA EN TRAMOS CRITICOS DEL DISTRITO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Iturbe / Municipalidades;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
3017;425577-contratacion-servicios-mantenimiento-construccion-edificio-cod-01-1;;;;;425577;CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO Y CONSTRUCCIÓN DE EDIFICIO - CÓD. 01;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Facultad de Ciencias Agrarias / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
3018;425578-adquisicion-combustibles-uso-institucional-1;425578-adquisicion-combustibles-uso-institucional-1;425578-adquisicion-combustibles-uso-institucional-1;;;425578;ADQUISICION DE COMBUSTIBLES PARA USO INSTITUCIONAL;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Villa Curuguaty / Municipalidades;ADJ;Adjudicada;2023-03-27 07:40:00;tradicional;2023-03-31 00:00:00;2023-03-09 08:49:40;
