;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
363;421902-construccion-vereda-colocacion-tubos-desagues-pluviales-calle-constantino-trociuk-ca-1;421902-construccion-vereda-colocacion-tubos-desagues-pluviales-calle-constantino-trociuk-ca-1;;;;421902;Construcción de vereda y colocación de tubos para desagues pluviales sobre la calle Constantino Trociuk, entre calle José Leandro Oviedo y Colombia, área urbana de Fram;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Fram / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-09 08:00:00;tradicional;2023-01-31 00:00:00;2022-12-29 12:01:55;
364;421906-construccion-reparacion-centro-salud-san-antonio-ad-referendum-1;;;;;421906;CONSTRUCCIÓN Y REPARACIÓN DEL CENTRO DE SALUD DE SAN ANTONIO, AD REFERÉNDUM;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Antonio / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
365;421907-adquisicion-leche-ad-referendum-1;421907-adquisicion-leche-ad-referendum-1;;;;421907;ADQUISICION DE LECHE - AD REFERENDUM;CD - Contratación Directa;14 - Productos Alimenticios;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;EVAL;En Evaluacion (Cerrada);2022-12-29 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-23 11:02:36;
366;421911-renovacion-licencias-soporte-1;;;;;421911;Renovación de Licencias y Soporte;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio Público - Fiscalía / Poder Judicial;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
367;421919-adquisicion-tintas-pinturas-colorantes-ad-referendum-1;;;;;421919;Adquisición de Tintas, Pinturas y Colorantes - Ad Referéndum;CO - Concurso de Ofertas;16 - Productos quimicos;Comando del Ejercito Uoc 2 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
368;421921-contratacion-servicios-impresion-direccion-1;;;;;421921;Contratación de servicios de impresión para la Dirección de Comunicación y Prensa;CO - Concurso de Ofertas;7 - Servicios Técnicos;Ministerio Público - Fiscalía / Poder Judicial;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
369;421922-mantenimiento-reparacion-vehiculos-1;421922-mantenimiento-reparacion-vehiculos-1;;;;421922;MANTENIMIENTO Y REPARACION DE VEHICULOS;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-15 09:00:00;tradicional;2022-12-31 00:00:00;2022-11-24 09:03:36;
370;421928-adquisicion-sistema-gestion-notarial-1;421928-adquisicion-sistema-gestion-notarial-1;421928-adquisicion-sistema-gestion-notarial-1;;;421928;Adquisicion de Sistema de Gestion Notarial ;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Escribania Mayor de Gobierno / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;2022-12-12 09:00:00;tradicional;2023-02-28 00:00:00;2022-12-05 16:31:17;
371;421929-cd-01-2023-reparacion-sanitario-escuela-basica-n-4-444-virgen-caacupe-ad-referendum-1;421929-cd-01-2023-reparacion-sanitario-escuela-basica-n-4-444-virgen-caacupe-ad-referendum-1;;;;421929;CD-01-2023 REPARACIÓN DE SANITARIO EN ESCUELA BÁSICA Nº 4.444 VIRGEN DE CAACUPE - AD REFERENDUM 2023.;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Bella Vista - Itapúa / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-13 08:00:00;tradicional;2023-02-28 00:00:00;2022-12-28 14:34:47;
372;421935-construccion-28-usf-departamento-central-1;421935-construccion-28-usf-departamento-central-1;;;;421935;CONSTRUCCIÓN DE 28 USF EN EL DEPARTAMENTO CENTRAL;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-20 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-16 15:48:24;
373;421936-construccion-27-usf-departamentos-central-cordillera-paraguari-1;421936-construccion-27-usf-departamentos-central-cordillera-paraguari-1;;;;421936;CONSTRUCCIÓN DE 27 USF EN LOS DEPARTAMENTOS CENTRAL, CORDILLERA Y PARAGUARI;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-27 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-23 09:46:54;
374;421937-construccion-26-usf-departamentos-cordillera-amambay-central-presidente-hayes-1;;;;;421937;CONSTRUCCIÓN DE 26 USF EN LOS DEPARTAMENTOS CORDILLERA, AMAMBAY, CENTRAL Y PRESIDENTE HAYES ;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
375;421941-lpn-sbe-162-22-contratacion-servicios-tercerizados-alimentos-funcionarios-pacientes-1;;;;;421941;LPN SBE 162/22 CONTRATACION DE SERVICIOS TERCERIZADOS DE ALIMENTOS PARA FUNCIONARIOS Y PACIENTES DEL HEQI - AD REFERENDUM 2023;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-02-28 00:00:00;;
376;421942-servicio-limpieza-instalaciones-edilicias-hospital-barrio-obrero-1;;;;;421942;SERVICIO DE LIMPIEZA DE INSTALACIONES EDILICIAS DEL HOSPITAL DE BARRIO OBRERO;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Hospital de Barrio Obrero / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
377;421943-adquisicion-medicamento-oncologico-fulvestrant-250-mg-incan-otros-centros-oncologico-1;;;;;421943;ADQUISICION DE MEDICAMENTO ONCOLOGICO FULVESTRANT 250 MG PARA EL INCAN Y OTROS CENTROS ONCOLOGICOS DEL M.S.P Y B.S.;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
378;421951-mantenimiento-reparacion-vehiculos-plurianual-1;;;;;421951;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS - PLURIANUAL;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Educación y Ciencias / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
379;421959-adquisicion-cubiertas-camaras-ad-referendum-1;421959-adquisicion-cubiertas-camaras-ad-referendum-1;;;;421959;Adquisición de Cubiertas y Cámaras - Ad Referendum;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Pedro Juan Caballero / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-03 07:15:00;tradicional;2022-12-31 00:00:00;2022-12-22 09:23:27;
380;421962-construccion-piso-h-a-esc-bas-n-1-602-residentas-distrito-raul-arsenio-oviedo-1;421962-construccion-piso-h-a-esc-bas-n-1-602-residentas-distrito-raul-arsenio-oviedo-1;;;;421962;CONSTRUCCIÓN DE PISO DE Hº Aº EN LA ESC. BÁS. Nº 1.602 LAS RESIDENTAS DEL DISTRITO DE RAÚL ARSENIO OVIEDO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Raúl Arsenio Oviedo / Municipalidades;EVAL;En Evaluacion (Cerrada);2022-12-15 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-06 12:42:35;
381;421964-lco-n-10-2023-adquisicion-filtros-antibacteriano-espirometro-programa-nacional-enfer-1;;;;;421964;LCO N° 10/2023 ADQUISICIÓN DE FILTROS ANTIBACTERIANO PARA ESPIRÓMETRO PARA EL PROGRAMA NACIONAL DE ENFERMEDADES RESPIRATORIAS CRÓNICAS;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
382;421966-construccion-bloque-3-aulas-colegio-nacional-san-miguel-1;;;;;421966;Construcción de bloque de 3 aulas en el Colegio Nacional San Miguel;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Avaí / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
383;421967-obra-revitalizacion-readecuacion-mercado-municipal-florida-plurianual-ad-referendum-1;;;;;421967;OBRA: REVITALIZACIÓN Y READECUACIÓN DEL MERCADO MUNICIPAL FLORIDA- PLURIANUAL-AD REFERENDUM;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Lorenzo / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
384;421969-lpn-n-31-2023-adquisicion-reactivos-e-insumos-programa-nacional-control-vih-sida-its-1;;;;;421969;"LPN Nº 31/2023 - ""ADQUISICIÓN DE REACTIVOS E INSUMOS PARA EL PROGRAMA NACIONAL DE CONTROL DE VIH/SIDA-ITS - MSPYBS COBERTURA 24 MESES""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
385;421972-cd-n-10-2023-adquisicion-aire-acondicionado-consultorios-enfermedades-respiratorias-1;421972-cd-n-10-2023-adquisicion-aire-acondicionado-consultorios-enfermedades-respiratorias-1;;;;421972;CD N° 10/2023 ADQUISICIÓN DE AIRE ACONDICIONADO PARA LOS CONSULTORIOS DE ENFERMEDADES RESPIRATORIAS CRÓNICAS.;CD - Contratación Directa;23 - Muebles y Enseres;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-28 10:50:00;tradicional;2022-12-31 00:00:00;2022-12-13 09:12:47;
386;421975-construccion-recapado-asfaltico-av-paraguay-ad-referendum-1;421975-construccion-recapado-asfaltico-av-paraguay-ad-referendum-1;;;;421975;CONSTRUCCION DE RECAPADO ASFALTICO EN LA AV. PARAGUAY- AD REFERENDUM;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Salto del Guairá / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-11 08:00:00;tradicional;2023-01-31 00:00:00;2022-12-19 11:09:10;
387;421976-adquisicion-productos-alimentos-canes-rep-1;421976-adquisicion-productos-alimentos-canes-rep-1;;;;421976;ADQUISICION DE PRODUCTOS ALIMENTOS PARA CANES DEL REP;CD - Contratación Directa;14 - Productos Alimenticios;Comando en Jefe Uoc 1 / Ministerio de Defensa Nacional / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-06 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-30 09:50:09;
388;421980-firmas-consultoras-contratacion-servicios-asistencia-apoyo-unidad-coordinadora-proye-1;421980-llamado-mopc-n-104-2022-licictacion-publica-internacional-firmas-consultoras-contrat-1;;;;421980;LLAMADO MOPC N°104/2022 LICICTACION PUBLICA INTERNACIONAL DE FIRMAS CONSULTORAS PARA LA CONTRATACION DE SERVICIOS DE ASISTENCIA Y APOYO PARA LA UNIDAD COORDINADORA DE PROYECTOS DE LA CORPPORACION ANDINA DE FOMENTO (CAF), PROGRAMA DE REHABILITACION Y MANTENIMIENTO DE RUTAS PAVIMENTADAS POR NIVELES DE SERVICIOS. VIAL III Y CONTRATO DE PRESTAMO FONPLATA N° PAR-24/2017, APROBADOS POR LEY N°6235/2018. AD REFERENDUM A LA APROBACION DEL PGN 2023;LPI - Licitación Pública Internacional;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-11 09:00:00;tradicional;2022-12-31 00:00:00;2022-11-30 10:19:20;
389;421981-mantenimiento-reparaciones-mayores-motoniveladora-1;421981-mantenimiento-reparaciones-mayores-motoniveladora-1;421981-mantenimiento-reparaciones-mayores-motoniveladora-1;;;421981;Mantenimiento y Reparaciones mayores de motoniveladora;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Gobierno Departamental de Concepción / Gobiernos Departamentales;ADJ;Adjudicada;2022-12-22 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-06 10:59:46;
390;421982-adquisicion-insumos-equipos-laboratorio-ad-referendum-proyecto-conacyt-sert20-54-1;421982-adquisicion-insumos-equipos-laboratorio-ad-referendum-proyecto-conacyt-sert20-54-1;;;;421982;ADQUISICIÓN DE INSUMOS Y EQUIPOS DE LABORATORIO - AD REFERÉNDUM - PROYECTO CONACYT SERT20-54;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Facultad de Ciencias Quimicas / Universidad Nacional de Asunción / Universidades Nacionales;EVAL;En Evaluacion (Cerrada);2022-12-19 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-01 10:41:31;
391;421984-servicio-mantenimiento-actualizacion-sistema-informatico-gobernacion-xiii-dpto-amamb-1;421984-servicio-mantenimiento-actualizacion-sistema-informatico-gobernacion-xiii-dpto-amamb-1;421984-servicio-mantenimiento-actualizacion-sistema-informatico-gobernacion-xiii-dpto-amamb-1;;;421984;SERVICIO DE MANTENIMIENTO Y ACTUALIZACION DE SISTEMA INFORMÁTICO PARA LA GOBERNACION XIII DPTO. DE AMAMBAY - AD REFERENDUM - EJERCICIO FISCAL 2023;CD - Contratación Directa;7 - Servicios Técnicos;Gobierno Departamental de Amambay / Gobiernos Departamentales;ADJ;Adjudicada;2022-12-09 07:30:00;tradicional;2022-12-31 00:00:00;2022-12-02 15:48:26;
392;421985-lco-n-11-2023-contratacion-servicio-modernizacion-mantenimiento-ascensores-mspybs-1;;;;;421985;"LCO Nº 11/2023 - ""CONTRATACIÓN DE SERVICIO DE MODERNIZACIÓN Y MANTENIMIENTO DE ASCENSORES - MSPYBS""";CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
393;421986-adquisicion-reactivos-ad-referendum-proyecto-conacyt-sert20-54-1;421986-adquisicion-reactivos-ad-referendum-proyecto-conacyt-sert20-54-1;;;;421986;ADQUISICIÓN DE REACTIVOS - AD REFERÉNDUM - PROYECTO CONACYT SERT20-54;CD - Contratación Directa;16 - Productos quimicos;Facultad de Ciencias Quimicas / Universidad Nacional de Asunción / Universidades Nacionales;EVAL;En Evaluacion (Cerrada);2022-12-21 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-14 10:46:41;
394;421988-construccion-sshh-4-40x6-15m-techos-tejas-colegio-nacional-nac-gral-ignacio-genes-es-1;;;;;421988;CONSTRUCCION DE UN SSHH de 4,40x6,15m CON TECHOS DE TEJAS EN EL COLEGIO NACIONAL NAC.GRAL IGNACIO GENES Y EN LA ESCUELA BASICA N°447 FRANCISCO MIRANDA;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Caraguatay / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
395;421989-lco-sbe-21-22-adquisicion-accesorios-compatibles-mesas-quirurgicas-marca-schmitz-ips-1;;;;;421989;LCO SBE 21/22 ADQUISICION DE ACCESORIOS COMPATIBLES CON MESAS QUIRURGICAS DE LA MARCA SCHMITZ DEL IPS - AD REFERENDUM 2023;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
396;421996-lco-n-02-2022-compra-alimentos-asistencia-social-ad-referendum-1;;;;;421996;LCO N°02/2022 COMPRA DE ALIMENTOS PARA ASISTENCIA SOCIAL - AD REFERENDUM;CO - Concurso de Ofertas;14 - Productos Alimenticios;Municipalidad de Mcal Jose Félix Estigarribia / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
397;421997-cd-n-11-2023-servicio-reparacion-mantenimiento-equipo-rayos-x-marca-villa-modelo-apo-1;421997-contratacion-directa-n-11-2023-servicio-reparacion-mantenimiento-equipo-rayos-x-marc-1;;;;421997;CONTRATACIÓN DIRECTA N° 11/2023 - SERVICIO DE REPARACIÓN Y MANTENIMIENTO DE EQUIPO DE RAYOS X MARCA VILLA MODELO APOLO - HOSPITAL GENERAL SAN PABLO - MSPYBS. - AD REFERÉNDUM;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-03 09:50:00;tradicional;2022-12-31 00:00:00;2022-12-27 09:48:52;
398;422001-adquisicion-productos-alimenticios-diserinte-ad-referendum-subasta-baja-electronica-1;422001-adquisicion-productos-alimenticios-diserinte-ad-referendum-subasta-baja-electronica-1;;;;422001;Adquisicion de Productos Alimenticios para la DISERINTE - AD REFERENDUM POR SUBASTA A LA BAJA ELECTRONICA;LPN - Licitación Pública Nacional;14 - Productos Alimenticios;Comando Logistico Uoc 5 / Ministerio de Defensa Nacional / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-19 07:25:00;tradicional;2022-12-31 00:00:00;2022-12-05 12:30:47;
399;422004-lpn-n-32-2023-adquisicion-medicamentos-e-insumos-kit-partos-mspybs-1;;;;;422004;LPN N° 32/2023 ADQUISICIÓN DE MEDICAMENTOS E INSUMOS PARA KIT DE PARTOS PARA EL MSPYBS.;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
400;422010-servicio-impresion-documentos-transito-ad-referendum-1;;;;;422010;SERVICIO DE IMPRESION DE DOCUMENTOS PARA TRANSITO - AD REFERENDUM.-;CD - Contratación Directa;7 - Servicios Técnicos;Municipalidad de Caacupé / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
401;422014-contratacion-servicio-mantenimiento-reparacion-maquinas-graficas-offset-hospital-nac-1;;;;;422014;Contratación del Servicio de Mantenimiento de Reparación de las Maquinas Gráficas OFFSET del Hospital Nacional - Ad Referéndum;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Hospital Nacional  / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
402;422015-servicio-cerrajeria-1;422015-servicio-cerrajeria-1;;;;422015;Servicio de Cerrajería;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Gabinete Civil / Presidencia de la República / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-02 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-20 15:19:33;
403;422043-reparaciones-aulas-sanitario-instituciones-educativas-distrito-san-cristobal-ad-refe-1;;;;;422043;REPARACIONES VARIAS DE AULAS Y SANITARIO EN INSTITUCIONES EDUCATIVAS DEL DISTRITO DE SAN CRISTOBAL-AD REFERENDUM;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Cristobal / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
404;422049-adquisicion-insumos-informaticos-1;422049-adquisicion-insumos-informaticos-1;;;;422049;Adquisición de Insumos Informáticos;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Gabinete Civil / Presidencia de la República / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2022-12-23 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-15 14:51:35;
405;422050-servicios-elaboracion-proyectos-fizcalizacion-obras-ad-referendum-ejercicio-fiscal-1;422050-servicios-elaboracion-proyectos-fiscalizacion-obras-ad-referendum-ejercicio-fiscal-1;;;;422050;SERVICIOS DE ELABORACION DE PROYECTOS Y FISCALIZACION DE OBRAS AD REFERENDUM - Ejercicio Fiscal 2023;CD - Contratación Directa;7 - Servicios Técnicos;Gobierno Departamental de Amambay / Gobiernos Departamentales;EVAL;En Evaluacion (Cerrada);2022-12-06 07:30:00;tradicional;2022-12-31 00:00:00;2022-12-01 11:09:34;
406;422064-servicio-asistencia-tecnica-mensual-mantenimiento-autoclaves-planta-tratamiento-agua-1;422064-servicio-asistencia-tecnica-mensual-mantenimiento-autoclaves-planta-tratamiento-agua-1;;;;422064;SERVICIO DE ASISTENCIA TECNICA MENSUAL Y MANTENIMIENTO PARA AUTOCLAVES Y PLANTA DE TRATAMIENTO DE AGUA PARA HEMODIALISIS PERTENECIENTES AL HOSPITAL DE CLINICAS-AD REFERENDUM 2023-2024;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;CONV;En Convocatoria (Abierta);2023-01-10 10:00:00;tradicional;2023-01-31 00:00:00;2022-12-28 09:20:56;
407;422071-construccion-aula-techo-tejas-galeria-incorporada-tipologia-mec-colegio-nacional-san-1;422071-construccion-aula-techo-tejas-galeria-incorporada-tipologia-mec-colegio-nacional-san-1;;;;422071;Construcción de Aula con Techo de tejas y Galeria Incorporada (Tipologia MEC), en Colegio Nacional Santa Teresa;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mcal. Francisco Solano López / Municipalidades;EVAL;En Evaluacion (Cerrada);2022-12-29 07:30:00;tradicional;2022-12-31 00:00:00;2022-12-19 14:40:23;
408;422073-construccion-sala-seciones-junta-municipal-teniente-esteban-martinez-1;;;;;422073;CONSTRUCCION DE SALA DE SECIONES PARA LA JUNTA MUNICIPAL DE TENIENTE ESTEBAN MARTINEZ;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Tte Esteban Martinez / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
409;422074-adquisicon-combustibles-uso-institutcional-1;;;;;422074;Adquisicón de Combustibles para Uso Institutcional;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Mcal. Francisco Solano López / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
410;422075-servicio-hosting-sistema-fogapy-ad-referendum-2023-1;422075-servicio-hosting-sistema-fogapy-ad-referendum-2023-1;;;;422075;SERVICIO DE HOSTING DEL SISTEMA FOGAPY - AD REFERÉNDUM 2023;CD - Contratación Directa;7 - Servicios Técnicos;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;CONV;En Convocatoria (Abierta);2023-01-06 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-16 14:31:15;
411;422076-servicio-alquiler-maquina-expendedora-cafe-afd-ad-referendum-2023-1;422076-servicio-alquiler-maquina-expendedora-cafe-afd-ad-referendum-2023-1;;;;422076;SERVICIO DE ALQUILER DE MÁQUINA EXPENDEDORA DE CAFÉ PARA LA AFD - AD REFERÉNDUM 2023;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Agencia Financiera de Desarrollo / Entidades Financieras Oficiales;CONV;En Convocatoria (Abierta);2023-01-05 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-15 16:19:54;
412;422078-obras-mejoramiento-sistema-electrico-esc-basica-n-3323-san-jose-ad-referendum-1;;;;;422078;OBRAS DE MEJORAMIENTO DEL SISTEMA ELECTRICO EN LA ESC. BASICA N°3323 SAN JOSE-AD REFERENDUM;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Capitán Miranda / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
413;422080-adquisicion-combustible-ad-referendum-1;;;;;422080;ADquisicion de Combustible Ad Referendum;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Katuete / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
414;422081-servicio-arrendamiento-impresoras-impresion-facturas-otros-provision-hojas-microseri-1;;;;;422081;SERVICIO DE ARRENDAMIENTO DE IMPRESORAS PARA IMPRESIÓN DE FACTURAS Y OTROS CON PROVISION DE HOJAS MICROSERILLADAS EN LA MODALIDAD DE CONTRATO ABIERTO - AD REFERENDUM;CO - Concurso de Ofertas;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
415;422085-adquisicion-equipo-transporte-ad-referendum-2023-1;;;;;422085;ADQUISICIÓN DE EQUIPO DE TRANSPORTE AD REFERÉNDUM 2023;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Naranjal / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
416;422086-reparacion-techos-escuela-basica-624-juan-xxiii-ad-referendum-1;;;;;422086;REPARACIÓN DE TECHOS - ESCUELA BASICA 624 JUAN XXIII - AD REFERENDUM;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Pedro del Paraná / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
